date,open,close,high,low,volume,amount,return,is_extreme,code,name,industry,index_000300_close,index_000001_close,macro_cpi,macro_m2
2026-05-14,32.05,31.92,32.26,31.79,18603920.0,595510403.76,-0.004064410785070917,False,002142,宁波银行,银行,4914.5971,4177.9175,,
2026-05-15,31.8,31.84,31.9,31.5,21029627.0,667579570.46,-0.002509411605425807,False,002142,宁波银行,银行,4859.5927,4135.3894,,
2026-05-18,31.61,31.08,31.77,30.92,24204834.0,755847226.19,-0.024158835476735595,False,002142,宁波银行,银行,4833.5237,4131.5276,,
2026-05-19,31.08,31.43,31.81,31.02,18590679.0,584841978.01,0.011198325310029535,False,002142,宁波银行,银行,4852.8832,4169.5378,,
2026-05-20,31.5,31.31,31.5,31.06,16975882.0,530823206.37,-0.0038253154711618814,False,002142,宁波银行,银行,4850.7,4162.1845,,
2026-05-21,31.3,31.53,31.87,31.25,23214939.0,735197705.38,0.00700193821865519,False,002142,宁波银行,银行,4783.0976,4077.2765,,
2026-05-22,31.45,31.09,31.53,31.07,20654417.0,644452953.07,-0.014053249486307057,False,002142,宁波银行,银行,4845.0956,4112.8996,,
2020-01-02,28.78950863,29.43297648,29.61466152,28.78193842,82624452.0,3191180650.0,,False,600036,招商银行,银行,4152.24,3085.197,5.4,8.4
2020-01-03,29.48596795,29.8266274,29.99317202,29.46325732,52010611.0,2045230273.0,0.013285836711649719,False,600036,招商银行,银行,4144.964,3083.785,5.4,8.4
2020-01-06,29.66765299,29.70550404,30.40196336,29.4481169,54887720.0,2171575505.0,-0.004069181606725743,False,600036,招商银行,银行,4129.295,3083.408,5.4,8.4
2020-01-07,29.94018055,29.63737215,30.23541874,29.5995211,34767128.0,1369304771.0,-0.002296212260350268,False,600036,招商银行,银行,4160.227,3104.801,5.4,8.4
2020-01-08,29.48596795,29.07717661,29.48596795,29.07717661,36323418.0,1403861101.0,-0.01908258007899879,False,600036,招商银行,银行,4112.317,3066.892,5.4,8.4
2020-01-09,29.40269564,29.4481169,29.523819,29.20587018,30335989.0,1177003661.0,0.01267640826658715,False,600036,招商银行,银行,4164.369,3094.881,5.4,8.4
2020-01-10,29.4481169,29.55409984,29.73578488,29.33456375,28593121.0,1116903172.0,0.0035925109204910976,False,600036,招商银行,银行,4163.184,3092.29,5.4,8.4
2020-01-13,29.73578488,29.5995211,29.73578488,29.33456375,32780852.0,1279073028.0,0.001535705446428386,False,600036,招商银行,银行,4203.988,3115.569,5.4,8.4
2020-01-14,29.62980194,29.37998501,30.00074223,29.2967127,33564638.0,1314430602.0,-0.007444521610505244,False,600036,招商银行,银行,4189.886,3106.82,5.4,8.4
