date,open,close,high,low,volume,amount
2024-08-23,78.9917986,78.84027138,79.4859091,78.44827705,4978602,1193437029.74
2024-08-26,78.8929765,78.86332987,80.045901,78.30333797,5651342,1354660288.18
2024-08-27,78.23745657,79.3212056,79.47932096,77.9047555,5092646,1219258016.16
2024-08-28,79.14661989,78.02004795,79.14991396,76.6859496,8904070,2098577189.51
2024-08-29,76.86053531,77.36123395,77.9047555,76.1918391,7938487,1858678051.41
2024-08-30,78.39227786,82.16069394,82.94138853,78.15510482,19302792,4764660206.01
2024-09-02,81.69952414,79.4200277,82.49010094,79.387087,10113482,2468600915.45
2024-09-03,79.1894428,81.38988156,81.51176215,79.1894428,10181990,2497421913.25
2024-09-04,80.8694185,82.45716024,82.9776233,80.84965408,10060596,2506778350.99
2024-09-05,82.35175,83.29055995,84.1964292,82.2199872,10012555,2542189362.96
2024-09-06,83.29385402,82.8788012,84.0317257,82.81950794,7814152,1982245013.05
2024-09-09,82.18045836,82.34516186,83.65620172,81.88399206,7085126,1774845243.84
2024-09-10,82.35175,82.23645755,83.2740896,81.89716834,6124829,1533462723.87
2024-09-11,82.35175,85.0199467,85.8434642,82.16728208,15536148,4001603969.48
2024-09-12,85.2175909,84.66089307,85.64582,84.657599,7725108,1995755898.51
2024-09-13,84.7234804,83.99549093,84.987006,83.94937395,5699161,1458587905.76
2024-09-18,84.00537314,85.12865101,85.42511731,83.7023187,6681981,1715595537.64
2024-09-19,85.31970707,84.11737152,85.44158766,83.4387931,9104323,2326365318.9
2024-09-20,84.12395966,84.3611327,85.2505316,83.30044216,8989793,2292829764.93
2024-09-23,84.31172165,82.35175,84.64442272,81.95316753,10758273,2712153559.79
2024-09-24,83.339971,83.76490603,84.1634885,81.28447132,15649454,3949080823.05
2024-09-25,84.987006,86.5681596,88.82789162,84.87500762,20571034,5442651982.01
2024-09-26,86.963448,88.81142127,88.8410679,86.3375747,14906641,3960197853.87
2024-09-27,89.928111,93.54829393,96.18354993,89.4340005,30992240,8683447958.42
2024-09-30,95.52803,101.23006517,101.48370856,95.52803,38880459,11640545413.1
2024-10-08,111.35274228,107.84126366,111.35274228,101.23006517,44343939,14484952068.34
2024-10-09,103.763205,100.69642583,105.64411897,98.9868035,32591858,10166970123.49
2024-10-10,102.11617,104.05637723,106.069054,102.10958186,25016687,7918647495.83
2024-10-11,103.44038614,98.83857035,103.44038614,97.50776607,18641849,5671879376.72
2024-10-14,99.14821293,101.127949,102.10958186,98.8879814,17236482,5268100404.73
2024-10-15,100.6338385,98.163286,101.58253066,98.163286,12214902,3695577335.23
2024-10-16,96.516251,95.45885453,97.49788386,94.539809,15032187,4362898826.78
2024-10-17,96.35484157,95.33697394,98.11387495,95.23815184,10245654,3005198739.74
2024-10-18,95.34685615,98.9209221,100.8644234,94.89556856,19109242,5674148204.69
2024-10-21,99.810321,100.94677515,101.6550002,99.1185663,15781602,4819617233.25
2024-10-22,100.469135,100.38678325,102.15569884,99.810321,10373266,3174859558.84
2024-10-23,100.38678325,101.74723416,102.7091026,99.70491076,12669500,3911383612.4
2024-10-24,101.74723416,100.03431776,102.10628779,99.67197006,9688514,2959755260.68
2024-10-25,100.139728,101.50347298,102.7091026,100.139728,13982037,4306245200.84
2024-10-28,101.786763,100.5020757,101.786763,99.39856225,10932439,3323177977.18
2024-10-29,101.786763,100.6008978,102.20840396,100.0738466,11854561,3635542203.37
2024-10-30,99.810321,100.65030885,101.29594657,99.3162105,10844820,3301164357.47
2024-10-31,99.48420807,96.57883833,99.80702693,96.516251,24085199,7127704551.25
2024-11-01,96.5821324,95.63014617,97.3727092,95.5609707,14304086,4174457395.28
2024-11-04,97.504472,101.12136086,101.76041044,97.37600327,21731889,6600399617.25
2024-11-05,100.15949242,101.2926525,101.60229508,98.9868035,16781998,5124245708.8
2024-11-06,101.457356,98.94068652,102.03381825,98.163286,18486120,5611830833.85
2024-11-07,97.18494721,99.40844446,99.44138516,96.845658,15067592,4484370171.83
2024-11-08,101.16747784,98.1303453,101.29924064,97.833879,16671572,5022195686.37
2024-11-11,97.175065,98.58822103,98.64751429,96.3844882,18085930,5349190917.28
2024-11-12,98.87151105,99.08891967,102.11617,98.59480917,24655746,7520312653.8
2024-11-13,98.163286,99.00986199,99.26021131,97.2738871,14511579,4326957543.62
2024-11-14,98.8221,97.09271325,98.9209221,96.845658,12458290,3690676831.42
2024-11-15,97.10588953,95.52803,97.43529653,94.87580414,15323594,4471450174.24
2024-11-18,95.53132407,95.09321276,96.49978065,94.42781062,11620595,3364288894.42
2024-11-19,95.09321276,94.86592193,96.01555236,92.89936214,13194669,3785016710.44
2024-11-20,94.87251007,95.02074322,95.6597928,94.0456985,10601693,3049973686.34
2024-11-21,95.02403729,94.210402,95.03062543,93.551588,9553294,2727230001.41
2024-11-22,94.0456985,91.73655543,94.16428502,91.575146,12514178,3529973028.97
2024-11-25,93.222181,93.222181,95.31720952,92.52713223,17453315,4981714331.78
2024-11-26,92.23396,92.56666107,94.210402,91.53561716,9520645,2686423189.13
2024-11-27,91.99678696,92.563367,92.563367,91.245739,11000281,3068303752.07
2024-11-28,92.6292484,90.44857406,92.74783492,89.928111,15858922,4365779156.54
2024-11-29,89.928111,90.53092581,91.53561716,89.61517435,12800460,3516186178.74
2024-12-02,91.11727027,93.0245368,93.551588,90.28387056,15135721,4255616768.38
2024-12-03,93.8151136,93.10688855,94.17087316,92.42501606,9144971,2585320048.37
2024-12-04,92.67536538,92.22737186,93.33088531,91.8386716,8501286,2389151937.26
2024-12-05,91.30832633,90.67257082,91.73326136,90.35963417,9026771,2486214937.29
2024-12-06,90.80762769,92.32619396,92.88618586,90.26081207,12469840,3469413044.88
2024-12-09,91.98031661,92.39536943,93.54829393,91.46973576,9215268,2590143544.39
2024-12-10,96.516251,93.07394785,96.845658,92.892774,17592915,5057037510.83
2024-12-11,92.90265621,92.48760339,93.50876509,92.0363158,9335988,2623997225.72
2024-12-12,92.2669007,93.44617776,93.44617776,91.7069088,10013395,2816818034.74
2024-12-13,92.67207131,91.08432957,92.76759934,91.05468294,11235863,3130392699.07
2024-12-16,91.08762364,90.57045465,91.63443926,90.11916706,7149026,1967314539.05
2024-12-17,90.56057244,93.1562996,94.09840362,90.25092986,17568207,4960329885.56
2024-12-18,93.30453275,93.76570255,94.50028016,93.10030041,8410638,2397657885.43
2024-12-19,92.83018667,94.0127578,94.52004458,92.23396,8672852,2465377213.9
2024-12-20,93.88428907,92.2998414,94.45745725,92.2998414,9670711,2730666916.66
